2.80	2.88	2.38	31.76%	30.88%	37.36%	88.93%	0.75	0.84	1.05
3.52	3.15	2.09	26.30%	29.39%	44.30%	92.59%	0.94	0.92	0.92
3.60	3.15	2.10	25.93%	29.63%	44.44%	93.33%	0.96	0.92	0.93
3.70	3.15	2.05	25.13%	29.52%	45.35%	92.98%	0.99	0.92	0.90
3.50	3.20	2.10	26.59%	29.09%	44.32%	93.07%	0.93	0.93	0.93
3.70	3.33	2.08	25.71%	28.56%	45.73%	95.12%	0.99	0.97	0.92
3.70	3.15	2.05	25.13%	29.52%	45.35%	92.98%	0.99	0.92	0.90
3.70	3.15	2.05	25.13%	29.52%	45.35%	92.98%	0.99	0.92	0.90
4.00	3.20	2.00	23.53%	29.41%	47.06%	94.12%	1.07	0.93	0.88
3.60	3.20	2.05	25.77%	28.99%	45.25%	92.76%	0.96	0.93	0.90
3.65	3.20	2.10	25.78%	29.41%	44.81%	94.10%	0.97	0.93	0.93
3.60	3.20	2.15	26.32%	29.61%	44.07%	94.75%	0.96	0.93	0.95
3.35	3.20	2.28	28.44%	29.77%	41.79%	95.27%	0.89	0.93	1.01
3.55	3.20	2.06	26.09%	28.95%	44.96%	92.62%	0.95	0.93	0.91
3.55	3.20	2.06	26.09%	28.95%	44.96%	92.62%	0.95	0.93	0.91
3.70	3.30	2.00	25.18%	28.23%	46.59%	93.17%	0.99	0.96	0.88
3.55	3.30	2.05	26.26%	28.25%	45.48%	93.24%	0.95	0.96	0.90
3.60	3.20	2.00	25.48%	28.66%	45.86%	91.72%	0.96	0.93	0.88
3.70	3.33	2.27	26.73%	29.70%	43.57%	98.90%	0.99	0.97	1.00
3.70	3.33	2.08	25.71%	28.56%	45.73%	95.12%	0.99	0.97	0.92
3.40	3.20	2.10	27.16%	28.86%	43.98%	92.35%	0.91	0.93	0.93
3.30	3.20	2.15	28.04%	28.92%	43.04%	92.54%	0.88	0.93	0.95
3.20	3.18	2.20	28.89%	29.08%	42.03%	92.46%	0.85	0.93	0.97
3.00	3.00	2.15	29.45%	29.45%	41.10%	88.36%	0.80	0.88	0.95
3.90	3.35	2.15	25.14%	29.26%	45.60%	98.04%	1.04	0.98	0.95
3.15	3.15	2.30	29.68%	29.68%	40.65%	93.48%	0.84	0.92	1.02
3.75	3.25	2.07	25.22%	29.10%	45.68%	94.57%	1.00	0.95	0.91
3.50	3.20	2.00	26.02%	28.46%	45.53%	91.06%	0.93	0.93	0.88
3.00	3.10	2.45	31.33%	30.32%	38.36%	93.98%	0.80	0.90	1.08
3.11	3.02	2.03	28.08%	28.91%	43.01%	87.31%	0.83	0.88	0.90
3.60	3.25	2.06	25.94%	28.73%	45.33%	93.38%	0.96	0.95	0.91
3.50	3.25	2.10	26.71%	28.77%	44.52%	93.49%	0.93	0.95	0.93
3.20	3.10	2.25	28.95%	29.88%	41.17%	92.63%	0.85	0.90	0.99
3.45	2.95	1.87	24.91%	29.13%	45.96%	85.94%	0.92	0.86	0.83
3.60	3.10	2.00	25.24%	29.32%	45.44%	90.88%	0.96	0.90	0.88
3.70	3.33	2.08	25.71%	28.56%	45.73%	95.12%	0.99	0.97	0.92
3.65	3.10	2.05	25.27%	29.75%	44.99%	92.22%	0.97	0.90	0.90
3.80	3.25	2.05	24.86%	29.06%	46.08%	94.46%	1.01	0.95	0.90
3.30	3.30	2.10	28.00%	28.00%	44.00%	92.40%	0.88	0.96	0.93
2.70	3.00	2.45	33.31%	29.98%	36.71%	89.94%	0.72	0.88	1.08
3.30	3.10	2.05	27.22%	28.97%	43.81%	89.81%	0.88	0.90	0.90
4.02	3.32	2.11	24.30%	29.42%	46.29%	97.67%	1.07	0.97	0.93
3.70	3.20	2.06	25.30%	29.25%	45.44%	93.61%	0.99	0.93	0.91
3.45	3.10	2.10	26.63%	29.63%	43.74%	91.86%	0.92	0.90	0.93
3.65	3.15	2.05	25.39%	29.42%	45.20%	92.66%	0.97	0.92	0.90
2.90	3.10	2.25	31.01%	29.01%	39.97%	89.94%	0.77	0.90	0.99
2.40	2.60	2.25	33.45%	30.87%	35.68%	80.27%	0.64	0.76	0.99
2.40	2.90	2.30	34.83%	28.83%	36.34%	83.59%	0.64	0.85	1.02
3.60	3.10	2.00	25.24%	29.32%	45.44%	90.88%	0.96	0.90	0.88
3.65	3.20	2.05	25.50%	29.09%	45.41%	93.09%	0.97	0.93	0.90
3.55	3.15	2.10	26.20%	29.52%	44.28%	92.99%	0.95	0.92	0.93
3.92	3.34	2.14	24.97%	29.30%	45.73%	97.87%	1.05	0.97	0.94
3.35	3.25	2.10	27.58%	28.43%	43.99%	92.39%	0.89	0.95	0.93
3.75	3.25	2.07	25.22%	29.10%	45.68%	94.57%	1.00	0.95	0.91
3.60	3.10	2.05	25.53%	29.64%	44.83%	91.90%	0.96	0.90	0.90
3.80	3.15	2.08	24.79%	29.91%	45.30%	94.22%	1.01	0.92	0.92
2.95	3.20	2.45	31.99%	29.49%	38.52%	94.37%	0.79	0.93	1.08
3.70	3.25	2.08	25.53%	29.06%	45.41%	94.45%	0.99	0.95	0.92
3.96	3.40	2.11	24.74%	28.82%	46.44%	97.98%	1.06	0.99	0.93
3.30	3.25	2.44	29.69%	30.15%	40.16%	97.99%	0.88	0.95	1.08
3.25	3.10	2.24	28.58%	29.96%	41.46%	92.88%	0.87	0.90	0.99
3.35	3.30	2.10	27.70%	28.12%	44.18%	92.79%	0.89	0.96	0.93
3.30	3.10	2.20	28.05%	29.86%	42.08%	92.58%	0.88	0.90	0.97
3.37	3.10	2.08	26.97%	29.32%	43.70%	90.90%	0.90	0.90	0.92
3.15	2.90	1.90	26.71%	29.01%	44.28%	84.13%	0.84	0.85	0.84
3.65	3.20	2.10	25.78%	29.41%	44.81%	94.10%	0.97	0.93	0.93
3.10	2.95	2.10	28.35%	29.79%	41.85%	87.89%	0.83	0.86	0.93
3.70	3.30	2.10	25.75%	28.87%	45.37%	95.28%	0.99	0.96	0.93
3.50	3.00	1.90	24.95%	29.10%	45.95%	87.31%	0.93	0.88	0.84
3.15	3.15	2.15	28.86%	28.86%	42.28%	90.91%	0.84	0.92	0.95
3.54	3.38	2.13	26.96%	28.24%	44.81%	95.44%	0.94	0.99	0.94
3.60	3.10	2.05	25.53%	29.64%	44.83%	91.90%	0.96	0.90	0.90
3.10	2.95	2.10	28.35%	29.79%	41.85%	87.89%	0.83	0.86	0.93
3.10	2.95	2.10	28.35%	29.79%	41.85%	87.89%	0.83	0.86	0.93
3.60	3.15	2.10	25.93%	29.63%	44.44%	93.33%	0.96	0.92	0.93
3.75	3.25	2.07	25.22%	29.10%	45.68%	94.57%	1.00	0.95	0.91
3.45	3.12	2.22	27.32%	30.21%	42.46%	94.27%	0.92	0.91	0.98
3.60	3.10	2.10	25.80%	29.96%	44.23%	92.89%	0.96	0.90	0.93
3.77	3.25	2.08	25.17%	29.20%	45.63%	94.90%	1.01	0.95	0.92
3.70	3.20	2.05	25.25%	29.19%	45.56%	93.41%	0.99	0.93	0.90
3.50	3.20	2.20	27.14%	29.68%	43.18%	94.99%	0.93	0.93	0.97
3.40	3.00	2.00	26.09%	29.57%	44.35%	88.70%	0.91	0.88	0.88
3.55	3.20	2.05	26.03%	28.88%	45.08%	92.42%	0.95	0.93	0.90
3.70	3.25	2.10	25.64%	29.19%	45.17%	94.86%	0.99	0.95	0.93
3.30	2.85	1.90	25.68%	29.73%	44.59%	84.73%	0.88	0.83	0.84
3.40	3.25	2.10	27.28%	28.54%	44.17%	92.76%	0.91	0.95	0.93
3.40	3.25	2.10	27.28%	28.54%	44.17%	92.76%	0.91	0.95	0.93
3.66	3.30	2.11	26.02%	28.85%	45.13%	95.22%	0.98	0.96	0.93
3.15	2.90	2.00	27.31%	29.67%	43.02%	86.04%	0.84	0.85	0.88
3.55	3.20	2.05	26.03%	28.88%	45.08%	92.42%	0.95	0.93	0.90
3.53	3.00	2.06	25.71%	30.25%	44.05%	90.74%	0.94	0.88	0.91
3.65	3.30	2.05	25.73%	28.46%	45.81%	93.91%	0.97	0.96	0.90
3.81	3.40	2.13	25.58%	28.66%	45.76%	97.46%	1.02	0.99	0.94
3.53	2.90	2.07	25.49%	31.03%	43.47%	89.99%	0.94	0.85	0.91
3.80	3.30	2.10	25.25%	29.07%	45.68%	95.93%	1.01	0.96	0.93
4.00	3.20	2.00	23.53%	29.41%	47.06%	94.12%	1.07	0.93	0.88
3.70	3.30	2.10	25.75%	28.87%	45.37%	95.28%	0.99	0.96	0.93
3.05	3.10	2.22	29.78%	29.30%	40.92%	90.83%	0.81	0.90	0.98
3.50	3.15	2.12	26.58%	29.53%	43.88%	93.03%	0.93	0.92	0.94
3.70	3.20	2.05	25.25%	29.19%	45.56%	93.41%	0.99	0.93	0.90
3.75	3.25	2.15	25.65%	29.60%	44.75%	96.20%	1.00	0.95	0.95
3.75	3.28	2.09	25.40%	29.04%	45.57%	95.24%	1.00	0.96	0.92
3.92	3.34	2.14	24.97%	29.30%	45.73%	97.87%	1.05	0.97	0.94
3.20	3.15	2.25	29.09%	29.55%	41.37%	93.07%	0.85	0.92	0.99
3.80	3.30	2.10	25.25%	29.07%	45.68%	95.93%	1.01	0.96	0.93
3.45	3.20	2.19	27.37%	29.51%	43.12%	94.43%	0.92	0.93	0.97
3.45	3.20	2.19	27.37%	29.51%	43.12%	94.43%	0.92	0.93	0.97
3.25	3.30	2.05	28.01%	27.59%	44.41%	91.03%	0.87	0.96	0.90
3.50	3.30	2.00	26.24%	27.83%	45.92%	91.85%	0.93	0.96	0.88
3.75	3.25	2.10	25.38%	29.29%	45.33%	95.19%	1.00	0.95	0.93
3.30	3.00	2.25	28.04%	30.84%	41.12%	92.52%	0.88	0.88	0.99
3.30	3.10	2.20	28.05%	29.86%	42.08%	92.58%	0.88	0.90	0.97
3.55	3.15	2.10	26.20%	29.52%	44.28%	92.99%	0.95	0.92	0.93
3.65	3.15	2.05	25.39%	29.42%	45.20%	92.66%	0.97	0.92	0.90
3.03	3.10	2.30	30.35%	29.67%	39.98%	91.96%	0.81	0.90	1.02
3.70	3.25	2.08	25.53%	29.06%	45.41%	94.45%	0.99	0.95	0.92
3.09	3.10	2.15	29.12%	29.03%	41.85%	89.98%	0.82	0.90	0.95
3.00	3.10	2.20	30.02%	29.05%	40.93%	90.05%	0.80	0.90	0.97
3.35	3.20	2.15	27.74%	29.04%	43.22%	92.93%	0.89	0.93	0.95
3.35	3.20	2.15	27.74%	29.04%	43.22%	92.93%	0.89	0.93	0.95
3.00	3.10	2.20	30.02%	29.05%	40.93%	90.05%	0.80	0.90	0.97
3.65	3.25	2.00	25.33%	28.45%	46.23%	92.45%	0.97	0.95	0.88
3.25	3.10	2.20	28.36%	29.74%	41.90%	92.18%	0.87	0.90	0.97
3.61	3.21	2.03	25.62%	28.81%	45.56%	92.49%	0.96	0.94	0.90
3.70	3.20	2.10	25.52%	29.51%	44.97%	94.43%	0.99	0.93	0.93
3.70	3.20	2.10	25.52%	29.51%	44.97%	94.43%	0.99	0.93	0.93
2.70	3.20	2.35	33.41%	28.19%	38.39%	90.22%	0.72	0.93	1.04
3.70	3.20	2.05	25.25%	29.19%	45.56%	93.41%	0.99	0.93	0.90
3.70	3.10	2.06	25.06%	29.92%	45.02%	92.74%	0.99	0.90	0.91
3.90	3.30	2.05	24.48%	28.94%	46.58%	95.49%	1.04	0.96	0.90
3.00	3.20	2.38	31.27%	29.32%	39.42%	93.81%	0.80	0.93	1.05
3.55	3.15	2.10	26.20%	29.52%	44.28%	92.99%	0.95	0.92	0.93
3.30	3.20	2.25	28.59%	29.48%	41.93%	94.34%	0.88	0.93	0.99
3.80	3.30	2.15	25.52%	29.38%	45.10%	96.96%	1.01	0.96	0.95
3.12	3.08	2.19	29.09%	29.47%	41.44%	90.76%	0.83	0.90	0.97
3.55	3.10	2.05	25.79%	29.54%	44.67%	91.57%	0.95	0.90	0.90
3.60	3.20	2.00	25.48%	28.66%	45.86%	91.72%	0.96	0.93	0.88
3.35	3.00	2.00	26.37%	29.45%	44.18%	88.35%	0.89	0.88	0.88
3.70	3.30	2.15	26.03%	29.18%	44.79%	96.30%	0.99	0.96	0.95
3.60	3.25	2.00	25.59%	28.35%	46.06%	92.13%	0.96	0.95	0.88
3.76	3.35	2.10	25.56%	28.68%	45.76%	96.09%	1.00	0.98	0.93
3.52	3.15	2.09	26.30%	29.39%	44.30%	92.59%	0.94	0.92	0.92
3.10	3.00	2.20	29.05%	30.02%	40.93%	90.05%	0.83	0.88	0.97
3.90	3.30	2.05	24.48%	28.94%	46.58%	95.49%	1.04	0.96	0.90
3.30	3.15	2.15	27.91%	29.24%	42.84%	92.11%	0.88	0.92	0.95
3.55	3.20	2.05	26.03%	28.88%	45.08%	92.42%	0.95	0.93	0.90
3.55	3.20	2.06	26.09%	28.95%	44.96%	92.62%	0.95	0.93	0.91
3.65	3.30	2.10	26.01%	28.77%	45.21%	94.95%	0.97	0.96	0.93
3.00	3.20	2.30	30.85%	28.92%	40.23%	92.54%	0.80	0.93	1.02
3.30	3.15	2.08	27.52%	28.83%	43.66%	90.81%	0.88	0.92	0.92
3.50	3.10	2.05	26.07%	29.43%	44.50%	91.23%	0.93	0.90	0.90
3.78	3.26	2.09	25.20%	29.22%	45.58%	95.26%	1.01	0.95	0.92
3.70	3.20	2.08	25.41%	29.38%	45.20%	94.03%	0.99	0.93	0.92
3.90	3.30	2.05	24.48%	28.94%	46.58%	95.49%	1.04	0.96	0.90
3.70	3.33	2.08	25.71%	28.56%	45.73%	95.12%	0.99	0.97	0.92
3.80	3.30	2.10	25.25%	29.07%	45.68%	95.93%	1.01	0.96	0.93
3.55	3.05	1.93	24.98%	29.07%	45.95%	88.68%	0.95	0.89	0.85
3.42	3.17	2.06	26.74%	28.85%	44.40%	91.47%	0.91	0.93	0.91
3.55	3.20	2.06	26.09%	28.95%	44.96%	92.62%	0.95	0.93	0.91
3.95	3.40	2.13	24.90%	28.93%	46.17%	98.35%	1.05	0.99	0.94
3.75	3.25	2.07	25.22%	29.10%	45.68%	94.57%	1.00	0.95	0.91
3.70	3.30	2.15	26.03%	29.18%	44.79%	96.30%	0.99	0.96	0.95
3.92	3.34	2.14	24.97%	29.30%	45.73%	97.87%	1.05	0.97	0.94
3.70	3.30	2.15	26.03%	29.18%	44.79%	96.30%	0.99	0.96	0.95
3.55	3.20	2.06	26.09%	28.95%	44.96%	92.62%	0.95	0.93	0.91
3.70	3.35	2.10	25.86%	28.57%	45.57%	95.70%	0.99	0.98	0.93
3.65	3.20	2.10	25.78%	29.41%	44.81%	94.10%	0.97	0.93	0.93
